bench_id;wp_id;compile;measurement;tasks;num_iters;grid_size;time_avg;time_std;rate (MFlops/s);verification
54;9;base;base;48;1000;48000;260.0293806;0.12516396786349587;168322.1808708;SUCCESS
54;25;tsan-opt;must;48;1000;48000;269.9923508;0.1903108391372811;162110.9693858;SUCCESS
54;14;base;base;96;1000;67883;260.2856848;0.04237632224521699;336336.652915;SUCCESS
54;34;tsan-opt;must;96;1000;67883;280.2347138;12.443390715890963;312868.379221;FAILURE
54;19;base;base;192;1000;96000;260.3443832;0.1024848635093396;672530.0844482;SUCCESS
54;39;tsan-opt;must;192;1000;96000;278.0150042;4.81466200764691;629933.584275;FAILURE
54;24;base;base;384;1000;135765;260.920376;0.04615534247601914;1342133.364505;SUCCESS
54;44;tsan-opt;must;384;1000;135765;290.623723;14.382259259971566;1207242.5295444;SUCCESS
